VARIABLES="Date","Time","Temperature (C)","Depth Below Water Surface(m)"
01/07/2023 00:00:00       11.746       3.100
01/07/2023 00:15:00       11.750       3.100
01/07/2023 00:30:00       11.752       3.100
01/07/2023 00:45:00       11.753       3.100
01/07/2023 01:00:00       11.753       3.100
01/07/2023 01:15:00       11.749       3.100
01/07/2023 01:30:00       11.750       3.100
01/07/2023 01:45:00       11.746       3.100
01/07/2023 02:00:00       11.746       3.100
01/07/2023 02:15:00       11.745       3.100
01/07/2023 02:30:00       11.743       3.100
01/07/2023 02:45:00       11.739       3.100
01/07/2023 03:00:00       11.739       3.100
01/07/2023 03:15:00       11.734       3.100
01/07/2023 03:30:00       11.735       3.100
01/07/2023 03:45:00       11.736       3.100
01/07/2023 04:00:00       11.741       3.100
01/07/2023 04:15:00       11.739       3.100
01/07/2023 04:30:00       11.730       3.100
01/07/2023 04:45:00       11.734       3.100
01/07/2023 05:00:00       11.732       3.100
01/07/2023 05:15:00       11.738       3.100
01/07/2023 05:30:00       11.739       3.100
01/07/2023 05:45:00       11.737       3.100
01/07/2023 06:00:00       11.734       3.100
01/07/2023 06:15:00       11.724       3.100
01/07/2023 06:30:00       11.717       3.100
01/07/2023 06:45:00       11.709       3.100
01/07/2023 07:00:00       11.707       3.100
01/07/2023 07:15:00       11.700       3.100
01/07/2023 07:30:00       11.687       3.100
01/07/2023 07:45:00       11.679       3.100
01/07/2023 08:00:00       11.676       3.100
01/07/2023 08:15:00       11.674       3.100
01/07/2023 08:30:00       11.668       3.100
01/07/2023 08:45:00       11.668       3.100
01/07/2023 09:00:00       11.667       3.100
01/07/2023 09:15:00       11.666       3.100
01/07/2023 09:30:00       11.667       3.100
01/07/2023 09:45:00       11.657       3.100
01/07/2023 10:00:00       11.660       3.100
01/07/2023 10:15:00       11.652       3.100
01/07/2023 10:30:00       11.629       3.100
01/07/2023 10:45:00       11.624       3.100
01/07/2023 11:00:00       11.617       3.100
01/07/2023 11:15:00       11.620       3.100
01/07/2023 11:30:00       11.625       3.100
01/07/2023 11:45:00       11.623       3.100
01/07/2023 12:00:00       11.627       3.100
01/07/2023 12:15:00       11.630       3.100
01/07/2023 12:30:00       11.631       3.100
01/07/2023 12:45:00       11.632       3.100
01/07/2023 13:00:00       11.632       3.100
01/07/2023 13:15:00       11.654       3.100
01/07/2023 13:30:00       11.663       3.100
01/07/2023 13:45:00       11.646       3.100
01/07/2023 14:00:00       11.639       3.100
01/07/2023 14:15:00       11.662       3.100
01/07/2023 14:30:00       11.643       3.100
01/07/2023 14:45:00       11.641       3.100
01/07/2023 15:00:00       11.650       3.100
01/07/2023 15:15:00       11.657       3.100
01/07/2023 15:30:00       11.662       3.100
01/07/2023 15:45:00       11.662       3.100
01/07/2023 16:00:00       11.672       3.100
01/07/2023 16:15:00       11.675       3.100
01/07/2023 16:30:00       11.672       3.100
01/07/2023 16:45:00       11.657       3.100
01/07/2023 17:00:00       11.669       3.100
01/07/2023 17:15:00       11.676       3.100
01/07/2023 17:30:00       11.677       3.100
01/07/2023 17:45:00       11.687       3.100
01/07/2023 18:00:00       11.707       3.100
01/07/2023 18:15:00       11.714       3.100
01/07/2023 18:30:00       11.694       3.100
01/07/2023 18:45:00       11.686       3.100
01/07/2023 19:00:00       11.678       3.100
01/07/2023 19:15:00       11.673       3.100
01/07/2023 19:30:00       11.667       3.100
01/07/2023 19:45:00       11.673       3.100
01/07/2023 20:00:00       11.679       3.100
01/07/2023 20:15:00       11.675       3.100
01/07/2023 20:30:00       11.679       3.100
01/07/2023 20:45:00       11.669       3.100
01/07/2023 21:00:00       11.659       3.100
01/07/2023 21:15:00       11.650       3.100
01/07/2023 21:30:00       11.645       3.100
01/07/2023 21:45:00       11.645       3.100
01/07/2023 22:00:00       11.643       3.100
01/07/2023 22:15:00       11.647       3.100
01/07/2023 22:30:00       11.647       3.100
01/07/2023 22:45:00       11.648       3.100
01/07/2023 23:00:00       11.647       3.100
01/07/2023 23:15:00       11.648       3.100
01/07/2023 23:30:00       11.647       3.100
01/07/2023 23:45:00       11.645       3.100
02/07/2023 00:00:00       11.645       3.100
02/07/2023 00:15:00       11.646       3.100
02/07/2023 00:30:00       11.647       3.100
02/07/2023 00:45:00       11.645       3.100
02/07/2023 01:00:00       11.646       3.100
02/07/2023 01:15:00       11.649       3.100
02/07/2023 01:30:00       11.655       3.100
02/07/2023 01:45:00       11.658       3.100
02/07/2023 02:00:00       11.661       3.100
02/07/2023 02:15:00       11.664       3.100
02/07/2023 02:30:00       11.671       3.100
02/07/2023 02:45:00       11.674       3.100
02/07/2023 03:00:00       11.680       3.100
02/07/2023 03:15:00       11.691       3.100
02/07/2023 03:30:00       11.701       3.100
02/07/2023 03:45:00       11.702       3.100
02/07/2023 04:00:00       11.699       3.100
02/07/2023 04:15:00       11.702       3.100
02/07/2023 04:30:00       11.712       3.100
02/07/2023 04:45:00       11.722       3.100
02/07/2023 05:00:00       11.728       3.100
02/07/2023 05:15:00       11.729       3.100
02/07/2023 05:30:00       11.729       3.100
02/07/2023 05:45:00       11.724       3.100
02/07/2023 06:00:00       11.719       3.100
02/07/2023 06:15:00       11.715       3.100
